"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","CDS_ID","GW_SW_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","CITY_NAME","ZIP_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED","PWSID_STATE"
"9290","PA4600015","WEST BUFFALO TWP MUN AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","333","State","SWP","Y","N","N","160","Y","WEST BUFFALO TWP MUN AUTH","MIFFLINBURG","17844","PA","","","","","Not Reported","Union","PA"
"9326","PA1150035","AQUA PA UWCHLAN","Y","PA","3","","","A","","CWS",NA,"SW","P","35518","State","SWP","Y","N","N","16600","Y","AQUA PA UWCHLAN","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"9327","PA1150037","DEVEREUX FOUNDATION BRANDYWINE","Y","PA","3","","","A","","CWS",NA,"GW","P","300","State","GW","Y","N","N","19","Y","DEVEREUX FOUNDATION BRANDYWINE","GLENMOORE","19343","PA","","","","","Not Reported","Chester","PA"
"9328","PA1150039","CAMPHILL SPEC SCH BEAVER RUN","Y","PA","3","","","A","","CWS",NA,"GW","P","140","State","GW","Y","N","N","20","Y","CAMPHILL SPEC SCH BEAVER RUN","GLENMOORE","19343","PA","","","","","Not Reported","Chester","PA"
"9329","PA1150044","TEL HAI RETIREMENT COMMUNITY","Y","PA","3","","","A","","CWS",NA,"GW","P","930","State","GW","Y","N","N","1","Y","TEL HAI RETIREMENT COMMUNITY","HONEYBROOK","19344","PA","","","","","Not Reported","Chester","PA"
"9330","PA1150045","BRANDYWINE MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","90","State","GW","Y","N","N","41","Y","BRANDYWINE MOBILE HOME PARK","MEDIA","19063","PA","","","","","Not Reported","Chester","PA"
"9335","PA1150078","KADIMA REHAB","Y","PA","3","","","A","","CWS",NA,"GW","P","70","State","GW","Y","N","N","1","Y","KADIMA REHAB","POTTSTOWN","19465","PA","","","","","Not Reported","Chester","PA"
"9336","PA1150081","WARWICK MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","40","State","GW","Y","N","N","30","Y","WARWICK MOBILE HOME PARK","LIONVILLE","19335","PA","","","","","Not Reported","Chester","PA"
"9337","PA1150082","LINCOLN CREST MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","242","State","GW","Y","N","N","145","Y","LINCOLN CREST MHP","MORGANTOWN","19543","PA","","","","","Not Reported","Chester","PA"
"9338","PA1150083","CREEKVIEW MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","200","State","GW","Y","N","N","79","Y","CREEKVIEW MHP","LEBANON","17042","PA","","","","","Not Reported","Chester","PA"
"9339","PA1150089","AQUA PA SPRING RUN","Y","PA","3","","","A","","CWS",NA,"SW","P","8150","State","SWP","Y","N","N","1400","Y","AQUA PA SPRING RUN","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"9340","PA1150094","APPLEVILLE MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","461","State","GW","Y","N","N","230","Y","APPLEVILLE MOBILE HOME PARK","PARKESBURG","19365","PA","","","","","Not Reported","Chester","PA"
"9341","PA1150126","AQUA PA FRANKLIN","Y","PA","3","","","A","","CWS",NA,"GW","P","265","State","GW","Y","N","N","88","Y","AQUA PA FRANKLIN","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"9342","PA1150127","HONEY BROOK BORO WATER","Y","PA","3","","","A","","CWS",NA,"GW","L","2892","State","GW","Y","N","N","740","Y","HONEY BROOK BORO WATER","HONEY BROOK","19344","PA","","","","","Not Reported","Chester","PA"
"9343","PA1150131","LONGWOOD GARDENS","Y","PA","3","","","A","","CWS",NA,"SW","P","250","State","SWP","Y","N","N","54","Y","LONGWOOD GARDENS","KENNETT SQUARE","19348","PA","","","","","Not Reported","Chester","PA"
"9344","PA1150137","AQUA PA FRIENDSHIP","Y","PA","3","","","A","","CWS",NA,"SW","P","8800","State","SWP","Y","N","N","1377","Y","AQUA PA FRIENDSHIP","BRYN MAWR","19010","PA","","","","","Not Reported","Chester","PA"
"9345","PA1150144","MARTINS COMMUNITY LP MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","180","State","GW","Y","N","N","67","Y","MARTINS COMMUNITY LP MHP","COCHRANVILLE","19330","PA","","","","","Not Reported","Chester","PA"
"9346","PA1150145","SHADY GROVE MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","129","State","GW","Y","N","N","44","Y","SHADY GROVE MOBILE HOME PARK","NEW LONDON","19360","PA","","","","","Not Reported","Chester","PA"
"9352","PA2520208","MAPLE PARK GARDEN APARTMENTS","Y","PA","3","","","A","","CWS",NA,"GW","M","75","State","GW","Y","N","N","21","Y","MAPLE PARK GARDEN APARTMENTS","MILFORD","18337","PA","","","","","Not Reported","Pike","PA"
"9359","PA4560050","WILBUR COMMUNITY WATER","Y","PA","3","","","A","","CWS",NA,"GW","P","97","State","GW","Y","N","N","55","Y","WILBUR COMMUNITY WATER","STOYSTOWN","15563","PA","","","","","Not Reported","Somerset","PA"
"9360","PA4560054","LAUREL MOUNTAIN VILLAGE","Y","PA","3","","","A","","CWS",NA,"GW","L","100","State","GW","Y","N","N","51","Y","LAUREL MOUNTAIN VILLAGE","GRAY","15544","PA","","","","","Not Reported","Somerset","PA"
"9361","PA4560057","SOMERSET TWP M A FREIDENS","Y","PA","3","","","A","","CWS",NA,"SW","L","928","State","SWP","Y","N","N","32","Y","SOMERSET TWP M A FREIDENS","SOMERSET","15501","PA","","","","","Not Reported","Somerset","PA"
"9370","PA1150049","HIDEAWAY MOBILE HOME PARK","Y","PA","3","","","A","","CWS",NA,"GW","P","95","State","GW","Y","N","N","39","Y","HIDEAWAY MOBILE HOME PARK","GAP","17527","PA","","","","","Not Reported","Chester","PA"
"9373","PA4440011","MCVEYTOWN BORO AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","342","State","GW","Y","N","N","201","Y","MCVEYTOWN BORO AUTH","MCVEYTOWN","17051","PA","","","","","Not Reported","Mifflin","PA"
"9374","PA4440013","NEWTON HAMILTON BORO","Y","PA","3","","","A","","CWS",NA,"GW","L","270","State","GWP","Y","N","N","106","Y","NEWTON HAMILTON BORO","NEWTON HAMILTON","17075","PA","","","","","Not Reported","Mifflin","PA"
"9375","PA4440016","FOREST HILLS APTS","Y","PA","3","","","A","","CWS",NA,"GW","P","200","State","GW","Y","N","N","95","Y","FOREST HILLS APTS","MEXICO","17056","PA","","","","","Not Reported","Mifflin","PA"
"9376","PA4440017","WAYNE TWP MUNI WATER AUTH","Y","PA","3","","","A","","CWS",NA,"GW","L","167","State","GWP","Y","N","N","67","Y","WAYNE TWP MUNI WATER AUTH","MCVEYTOWN","17051","PA","","","","","Not Reported","Mifflin","PA"
"9377","PA4440018","GRANVILLE TWP SUPERVISORS","Y","PA","3","","","A","","CWS",NA,"GW","L","58","State","GW","Y","N","N","26","Y","GRANVILLE TWP SUPERVISORS","LEWISTOWN","17044","PA","","","","","Not Reported","Mifflin","PA"
"9391","PA4050024","DEFIANCE WATER ASSN","Y","PA","3","","","A","","CWS",NA,"SW","P","390","State","GU","Y","N","N","63","Y","DEFIANCE WATER ASSN","DEFIANCE","16633","PA","","","","","Not Reported","Bedford","PA"
"9392","PA4050025","COALDALE SIX MILE RUN WATER","Y","PA","3","","","A","","CWS",NA,"SW","L","320","State","GU","Y","N","N","128","Y","COALDALE SIX MILE RUN WATER","SIX MILE RUN","16679","PA","","","","","Not Reported","Bedford","PA"
"9393","PA4050027","CENTERVILLE MUNI WATER AUTH","Y","PA","3","","","A","","CWS",NA,"SW","L","78","State","SW","Y","N","N","42","Y","CENTERVILLE MUNI WATER AUTH","BEDFORD","15522","PA","","","","","Not Reported","Bedford","PA"
"9394","PA4050028","EVITTS CREEK WATER CO","Y","PA","3","","","A","","CWS",NA,"SW","L","100","State","SW","Y","N","N","46","Y","EVITTS CREEK WATER CO","BEDFORD","15522","PA","","","","","Not Reported","Bedford","PA"
"9395","PA4050029","FISHERTOWN WATER ASSN","Y","PA","3","","","A","","CWS",NA,"GW","P","801","State","GW","Y","N","N","200","Y","FISHERTOWN WATER ASSN","FISHERTOWN","15539","PA","","","","","Not Reported","Bedford","PA"
"9396","PA4050030","OSTERBURG WATER CO","Y","PA","3","","","A","","CWS",NA,"GW","P","250","State","GW","Y","N","N","96","Y","OSTERBURG WATER CO","OSTERBURG","16667","PA","","","","","Not Reported","Bedford","PA"
"9397","PA4050032","RAINSBURG BOROUGH WATER","Y","PA","3","","","A","","CWS",NA,"GW","L","225","State","GW","Y","N","N","67","Y","RAINSBURG BOROUGH WATER","BEDFORD","15522","PA","","","","","Not Reported","Bedford","PA"
"9398","NY5000744","VICTORY VILLAGE MHC, LLC","Y","NY","2","","","A","","CWS",NA,"GW","P","200","State","GW","Y","N","N","125","Y","HOKE, STEVE","HARRISBURG","17111","PA","Y","23-JUN-09","","","ERWIN (T)","Steuben","NY"
"9404","PA4340010","PORT ROYAL MUNI AUTH","Y","PA","3","","","A","","CWS",NA,"GW","P","950","State","GW","Y","N","N","415","Y","PORT ROYAL MUNI AUTH","PORT ROYAL","17082","PA","","","","","Not Reported","Juniata","PA"
"9405","PA4340011","JUNIATA HAVEN MHP","Y","PA","3","","","A","","CWS",NA,"GW","P","80","State","GW","Y","N","N","28","Y","JUNIATA HAVEN MHP","LEWISBURG","17837","PA","","","","","Not Reported","Juniata","PA"
"9406","PA4340016","LOCUST GROVE RETIREMENT HOME","Y","PA","3","","","A","","CWS",NA,"GW","P","177","State","GW","Y","N","N","15","Y","LOCUST GROVE RETIREMENT HOME","MIFFLIN","17058","PA","","","","","Not Reported","Juniata","PA"
"9407","PA4340017","ORCHARD HILLS APTS","Y","PA","3","","","A","","CWS",NA,"GW","P","499","State","GW","Y","N","N","175","Y","ORCHARD HILLS APTS","MEXICO","17056","PA","","","","","Not Reported","Juniata","PA"
"9408","PA4340018","AQUA PA INC MERIBAH WATER CO","Y","PA","3","","","A","","CWS",NA,"GW","P","135","State","GW","Y","N","N","49","Y","AQUA PA INC MERIBAH WATER CO","SHAMOKIN","17872","PA","","","","","Not Reported","Juniata","PA"
"9409","PA4340019","BERRYS PERSONAL CARE CTR","Y","PA","3","","","A","","CWS",NA,"GW","M","80","State","GW","Y","N","N","3","Y","BERRYS PERSONAL CARE CTR","MIFFLINTOWN","17059","PA","","","","","Not Reported","Juniata","PA"
"9473","PA4310035","PINEY RIDGE MUTUAL WATER ASSN","N","PA","3","","","I","01-JAN-94","CWS",NA,"SW","P","45","State","SWP","N","N","N","30","Y","","HUNGDON","16652","PA","","","","","Not Reported","Huntingdon","PA"
"9475","PA4310037","FAIRGRUOND ROAD MUTUAL WATER","N","PA","3","","","I","01-JAN-94","CWS",NA,"SW","P","76","State","SWP","N","N","N","37","Y","","HUNTINGDON","166520000","PA","","","","","HUNTINGDON","Huntingdon","PA"
"9477","PA4310299","SHOPE MOBILE HOME PARK","N","PA","3","","","I","18-JUL-79","CWS",NA,"GW","P","19","State","GW","N","N","N","5","Y","","HESSTON","16647","PA","","","","","Not Reported","Huntingdon","PA"
"9529","PA4310390","SHOPE MOBILE HOME PARK","N","PA","3","01-01","12-31","I","01-JUN-79","CWS",NA,"GW","P","25","State","GW","N","N","N","5","Y","","HESSTON","16647","PA","","","","","Not Reported","Huntingdon","PA"
"9552","PA3540016","MOUNTAIN VALLEY LAKE WATER","N","PA","3","","","I","23-JUN-81","CWS",NA,"SW","P","25","State","SW","N","N","N","1","Y","","REINERTON","17980","PA","","","","","Not Reported","Schuylkill","PA"
"9554","PA3540019","ONEIDA","N","PA","3","","","I","03-DEC-99","CWS",NA,"GW","P","300","State","GW","N","N","N","250","Y","","HAZLETON","18201","PA","","","","","Not Reported","Schuylkill","PA"
"9555","PA3540020","MAHANOY TWP-AUTH-MAHANOY DIV","N","PA","3","01-01","12-31","I","01-SEP-78","CWS",NA,"SW","L","7357","State","SW","N","N","N","2841","Y","","MAHANOY CITY","17948","PA","","","","","Not Reported","Schuylkill","PA"
"9556","PA3540022","NEW BOSTON WATER ASSOC","N","PA","3","","","I","04-MAY-99","CWS",NA,"SW","P","235","State","SW","N","N","N","95","Y","","NEW BOSTON","17948","PA","","","","","Not Reported","Schuylkill","PA"
"9557","PA3540028","LEE DEVELOPMENT","N","PA","3","","","I","07-NOV-90","CWS",NA,"GW","P","4","State","GW","N","N","N","16","Y","","ORWIGSBURG","17961","PA","","","","","Not Reported","Schuylkill","PA"
"9558","PA3540029","BREINER MOBILEHOME PARK","N","PA","3","","","I","08-SEP-78","CWS",NA,"SW","P","42","State","SW","N","N","N","1","Y","","TAMAQUA","18258","PA","","","","","Not Reported","Schuylkill","PA"
"9559","PA3540031","BREIMER TRAILER COURT","N","PA","3","","","I","13-SEP-78","CWS",NA,"GW","P","22","State","GW","N","N","N","12","Y","","AUBURN","17922","PA","","","","","Not Reported","Schuylkill","PA"
"9560","PA3540033","BUTLER TWP WATER COMPANY","N","PA","3","","","I","05-FEB-93","CWS",NA,"SW","P","4100","State","SW","N","N","N","855","Y","","ASHLAND","17921","PA","","","","","BUTLER TWP","Schuylkill","PA"
"9561","PA3540034","MT. WATER CO. OF JOLIETT","N","PA","3","01-01","12-31","I","01-JUN-78","CWS",NA,"SW","","300","State","SW","N","N","N","173","Y","","JOLIETT","17981","PA","","","","","Not Reported","Schuylkill","PA"
"9562","PA3540048","MT. SPRING WATER","N","PA","3","","","I","20-AUG-02","CWS",NA,"GW","P","95","State","GW","N","N","N","39","Y","","SCHUYLKILL HAVEN","18252","PA","","","","","Not Reported","Schuylkill","PA"
"9563","PA3540050","KRIPALU YOGA FELLOWSHIP","N","PA","3","","","I","01-DEC-83","CWS",NA,"GW","P","90","State","GW","N","N","N","2","Y","","SUMMIT STATION","17979","PA","","","","","Not Reported","Schuylkill","PA"
"9564","PA3540051","BROADLEAF MANOR MHP","N","PA","3","","","I","01-DEC-97","CWS",NA,"GW","P","35","State","GW","N","N","N","14","Y","","ORWIGSBURG","17961","PA","","","","","Not Reported","Schuylkill","PA"
"9565","PA3540052","TREMONT CONVALESCENT CENTER","N","PA","3","","","I","23-APR-98","CWS",NA,"GW","P","360","State","GW","N","N","N","1","Y","","TREMONT","17981","PA","","","","","Not Reported","Schuylkill","PA"
"9566","PA3540056","HCS & K ENTERPRISES INC","N","PA","3","","","I","19-JUN-90","CWS",NA,"GW","P","110","State","GW","N","N","N","30","Y","","TAMAQUA","18252","PA","","","","","Not Reported","Schuylkill","PA"
"9567","PA3540057","AQUA PA COVE VILLAGE","N","PA","3","","","I","19-JUN-12","CWS",NA,"GW","P","250","State","GW","N","N","N","81","Y","AQUA PA COVE VILLAGE","WHITE HAVEN","18661","PA","","","","","Not Reported","Schuylkill","PA"
"9568","PA3540063","HUBLEY TOWNSHIP AUTHORITY","N","PA","3","","","I","06-MAY-02","CWS",NA,"GW","L","980","State","GW","N","N","N","175","Y","","VALLEY VIEW,","17983","PA","","","","","Not Reported","Schuylkill","PA"
"9569","PA3540064","CRYSTAL RUN BLYTHE TWP. M.A.","N","PA","3","","","I","03-OCT-97","CWS",NA,"SW","L","2000","State","SW","N","N","N","2000","Y","","NEW PHILADELPHIA","17959","PA","","","","","Not Reported","Schuylkill","PA"
"9570","PA3540065","MOSS GLEN BLYTHE TOWNSHIP M.A.","N","PA","3","","","I","03-OCT-97","CWS",NA,"SW","L","2000","State","SW","N","N","N","2000","Y","","NEW PHILADELPHIA","17959","PA","","","","","Not Reported","Schuylkill","PA"
"9577","PA6250069","GLADSTONE HEIGHTS ASSN","N","PA","3","","","I","01-FEB-91","CWS",NA,"GW","P","258","State","GW","N","N","N","86","Y","","ERIE","16507","PA","","","","","Not Reported","Erie","PA"
"9578","PA6250071","WHITE SWAN NORTH","N","PA","3","01-01","12-31","I","01-MAR-78","CWS",NA,"SW","P","28","State","SW","N","N","N","0","Y","","ERIE","16506","PA","","","","","Not Reported","Erie","PA"
"9579","PA6250072","GEORGETOWN HGTS SUBDIVIN ASSOC","N","PA","3","","","I","01-NOV-08","CWS",NA,"GW","P","300","State","GW","N","N","N","75","Y","GEORGETOWN HGTS SUBDIVIN ASSOC","MCKEAN","16426","PA","","","","","Not Reported","Erie","PA"
"9581","PA6250076","MILLCREEK TWP WATER AUTH","N","PA","3","","","I","18-DEC-15","CWS",NA,"SW","L","19000","State","SWP","N","N","N","7233","Y","MILLCREEK TWP WATER AUTH","ERIE","16507","PA","","","","","Not Reported","Erie","PA"
"9582","PA6250079","FOHTS MOBILEHOME PARK","N","PA","3","","","I","30-MAR-90","CWS",NA,"GW","P","27","State","GW","N","N","N","29","Y","","ERIE","16500","PA","","","","","Not Reported","Erie","PA"
"9583","PA6250080","HILLTOP MOBILE HOME PARK","N","PA","3","","","I","09-SEP-05","CWS",NA,"GW","P","95","State","GW","N","N","N","40","Y","","CAMP HILL","170110339","PA","","","","","Not Reported","Erie","PA"
"9592","PA4340804","FAYETTE COMMUNITY POOL","N","PA","3","","","I","26-JAN-90","CWS",NA,"GW","P","25","State","GW","N","N","N","1","Y","","MC ALISTERVILLE","17049","PA","","","","","Not Reported","Juniata","PA"
"9615","PA4410014","MOUNTAIN VIEW MOBIL HOME PARK","N","PA","3","","","I","27-SEP-96","CWS",NA,"GW","P","78","State","GW","N","N","N","31","Y","","COGAN STATION","17722","PA","","","","","Not Reported","Lycoming","PA"
"9616","PA4410015","HUTCHINSON MOBILEHOME PARK","N","PA","3","","","I","11-MAR-81","CWS",NA,"GW","P","35","State","GW","N","N","N","16","Y","","TROUT RUN","17771","PA","","","","","Not Reported","Lycoming","PA"
"9617","PA4410017","MOUNTAIN TOP MOTOR LODGE","N","PA","3","","","I","29-MAY-81","CWS",NA,"GW","P","80","State","GW","N","N","N","20","Y","","COGAN STATION","17728","PA","","","","","Not Reported","Lycoming","PA"
"9618","PA4410018","CLINTON TWP TRAILER CORP.","N","PA","3","","","I","15-OCT-97","CWS",NA,"GW","P","175","State","GW","N","N","N","52","Y","","MONTGOMERY","17752","PA","","","","","Not Reported","Lycoming","PA"
"9619","PA4410021","HAHNS TRAILER HAVEN","N","PA","3","","","I","19-MAY-86","CWS",NA,"GW","P","36","State","GW","N","N","N","12","Y","","WILLIAMSPORT","17701","PA","","","","","Not Reported","Lycoming","PA"
"9620","PA4410023","BARLOCK TRAILER COURT","N","PA","3","","","I","17-JAN-79","CWS",NA,"GW","P","15","State","GW","N","N","N","12","Y","","JERSEY SHORE","17740","PA","","","","","Not Reported","Lycoming","PA"
"9621","PA4410024","SCHAEFERS TRAILER PARK","N","PA","3","","","I","01-NOV-78","CWS",NA,"SW","P","20","State","SWP","N","N","N","8","Y","","RALSTON","17763","PA","","","","","Not Reported","Lycoming","PA"
"9622","PA4410026","WATERWORKS ASSOC","N","PA","3","","","I","01-AUG-78","CWS",NA,"GW","L","525","State","GW","N","N","N","150","Y","","WILLIAMSPORT","17701","PA","","","","","Not Reported","Lycoming","PA"
"9623","PA4410028","PINE CREEK MOBILEHOME PARK","N","PA","3","","","I","01-MAR-88","CWS",NA,"GW","P","21","State","GW","N","N","N","13","Y","","JERSEY SHORE","17740","PA","","","","","Not Reported","Lycoming","PA"
"9624","PA4410029","KIEHLS TRAILER PARK","N","PA","3","","","I","08-NOV-79","CWS",NA,"GW","P","74","State","GW","N","N","N","21","Y","","MONTOURSVILLE","17754","PA","","","","","Not Reported","Lycoming","PA"
"9625","PA4410032","BAIRS MOBILEHOME PARK","N","PA","3","","","I","01-NOV-78","CWS",NA,"GW","P","21","State","GW","N","N","N","9","Y","","WILLIAMSPORT","17701","PA","","","","","Not Reported","Lycoming","PA"
"9635","PA4410045","DIAMOND LITE STEAK HOUSE","N","PA","3","","","I","29-DEC-81","CWS",NA,"GW","P","75","State","GW","N","N","N","5","Y","","WILLIAMSPORT","17701","PA","","","","","Not Reported","Lycoming","PA"
"9730","PA4410141","HALLS TRAILER PK C/O MRS HALL","N","PA","3","","","I","07-JAN-82","CWS",NA,"GW","P","25","State","GW","N","N","N","12","Y","","WILLIAMSPORT","17701","PA","","","","","Not Reported","Lycoming","PA"
"9742","PA4410158","HAUSERS MOBILEHOME VILLAGE","N","PA","3","","","I","12-OCT-78","CWS",NA,"GW","P","44","State","GW","N","N","N","20","Y","","LINDEN","17744","PA","","","","","Not Reported","Lycoming","PA"
"9743","PA4410159","COUNTRY SQUIRE COURTS INC","N","PA","3","","","I","14-SEP-92","CWS",NA,"SW","P","24","State","GU","N","N","N","30","Y","","JERSEY SHORE","17740","PA","","","","","Not Reported","Lycoming","PA"
"9744","PA4410162","EICHENLAUBS TRAILER PARK","N","PA","3","","","I","27-DEC-83","CWS",NA,"GW","P","50","State","GW","N","N","N","10","Y","","MONTGOMERY","17752","PA","","","","","Not Reported","Lycoming","PA"
"9745","PA4410163","ALLENWOOD FEDERAL PRISON CAMP","N","PA","3","","","I","08-NOV-05","CWS",NA,"GW","F","800","State","GW","N","N","N","12","Y","ALLENWOODFEDERALPRISONCAMP","ALLENWOOD","17887","PA","","","","","Not Reported","Lycoming","PA"
"9746","PA4410167","HILLCREST TRAILER COURT","N","PA","3","01-01","12-31","I","01-FEB-86","CWS",NA,"GW","P","41","State","GW","N","N","N","13","Y","","MUNCY","17756","PA","","","","","Not Reported","Lycoming","PA"
"9747","PA4410168","PLEASANT PINES MOBILE HOME PK.","N","PA","3","","","I","08-SEP-16","CWS",NA,"GW","P","49","State","GW","N","N","N","19","Y","PLEASANT PINES MOBILE HOME PK.","MUNCY","17756","PA","","","","","Not Reported","Lycoming","PA"
"9748","PA4410170","PICTURE ROCKS WATER CO","N","PA","3","01-01","12-31","I","01-AUG-77","CWS",NA,"SW","","150","State","SW","N","N","N","40","Y","","PICTURE ROCKS","17762","PA","","","","","Not Reported","Lycoming","PA"
"9749","PA4410172","HAPPY ACRES MOBILE HOME PARK","N","PA","3","01-01","12-31","I","01-OCT-78","CWS",NA,"GW","P","30","State","GW","N","N","N","13","Y","","WATERVILLE","17776","PA","","","","","Not Reported","Lycoming","PA"
"9751","PA4410181","LYC CO INST DST CAS","N","PA","3","","","I","02-NOV-78","CWS",NA,"SW","P","200","State","SWP","N","N","N","1","Y","","MONTOURSVILLE","17754","PA","","","","","Not Reported","Lycoming","PA"
"9752","PA4410183","BUCK HILL MHP % T KUHNS","N","PA","3","","","I","22-JUN-81","CWS",NA,"GW","P","90","State","GW","N","N","N","30","Y","","MONTOURSVILLE","17754","PA","","","","","Not Reported","Lycoming","PA"
"9753","PA4410184","MOUNTAIN TOP MOBILE HOME PARK","N","PA","3","","","I","13-JAN-92","CWS",NA,"GW","S","17","State","GW","N","N","N","21","Y","","COGAN STATION","17728","PA","","","","","Not Reported","Lycoming","PA"
